_unit_id,text_no_rt,predicted_class1,predicted_class2,predicted_where_caution_x,type_of_caution_x,predicted_where_donation,type_of_donation,intention,predicted_where_casuality,infrastructure_or_people
204692811,under tornado and bad weather..please pray for manhattan!,Informative,Caution and advice,,Other,,,,,
204692812,Man that tornado was crazy...,Personal,Caution and advice,,Other,,,,,
204692813,Tornado.    0__o,Personal,Caution and advice,,Other,,,,,
204692814,@trniii Been great. Are you on Tornado watch?,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692815,tornado warning. cool.,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692816,"Only in Oklahoma can the words ""class F5 tornado"" prompt people to go walk outside to see it for themselves. Grr and ar ...",Personal,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692817,Tornado warning...,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692818,Tornado warning...,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692819,Soooo chorus concert stops in the middle for tornado warning; sitting in the school,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692820,The team was in a tornado shelter!!! I missed that. (@ Renaissance Oklahoma City Convention Center) http://4sq.com/jPdwlu,Personal,Information source,,,,,,,
204692821,Tornado warning for a county 30 minutes from here. I'll keep you all posted. *sigh*,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692822,YIKES!!  Tornado watch with softball and golfball size hail may be on the way.,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692823,Possible tornado! Mom is flipping shit lol,Personal,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692824,please pray for the tornado victims.. PLEASE..,Personal,Unknown,,,,,,,
204692825,We are officially on Tornado warning here!!! Pray for us!! Check in when its over!!! Recon and @FoxieNews OUT!!!!,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692826,Tornado warning.,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692827,Fuck you tornado sirens...shit is making a long meeting longer,Informative,Caution and advice,,A siren has been heard,,,,,
204692828,New tornado warning for Northern Parker County until 7:45.,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692829,Tornado warnings just sounded. #Godissovereign,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692830,(Blippitt News) Piedmont Oklahoma Tornado Caught on Film (VIDEO) http://bit.ly/iwPxD2,Informative,Information source,,,,,,,
204692831,Let's take it easy on these tornado jokes guys 7 confirmed dead so far.,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692832,I missed the big tornado by 3 minutes and less than a mile,Personal,Caution and advice,,Other,,,,,
204692833,Hey i hope all my ppl in north Tarrant County are taking shelter... rain wrapped tornado on the ground,Personal,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692834,Hey i hope all my ppl in north Tarrant County are taking shelter... rain wrapped tornado on the ground,Personal,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692835,Be safe! RT @ReconChesty: We are officially on Tornado warning here!!! Pray for us!! Check in when its over!!! Recon and @FoxieNews OUT!!!!,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692836,Showing possible #tornado near Madill #Oklahoma. Storm has very strong rotation. Seek shelter ENE of this cell! #OKWX  ...,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692837,Tornado #12?,Personal,Unknown,,,,,,,
204692838,F*** A Tornado Team We Still Got Pick Up At 10 Tonight,Personal,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692839,Tornado in Denton County TX now reported to be near Lantana. Warning info and radar:... http://fb.me ...,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692840,These tornado stories are sad :-(,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692841,Tornado Warning,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692842,Speaking of #besafe ... Just got an email from a reader in the tornado path ...,Personal,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692843,Tornado Kills 89 in Missouri. http://t.co/tdjuiFh,Informative,Information source,,,,,,,
204692844,tornado has touchdown damn,Personal,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692845,R-T if you under a thunderstorm / tornado watch!,Other,,,,,,,,
204692846,Nasty nasty storms comin' in.  Tornado Watches are goin' up...eek,Personal,Caution and advice,,Other,,,,,
204692847,Tornado Warnings.. Just Great !,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692848,Those poor people in Joplin another tornado watch. What is going on here?,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692849,Outside with the entire apt complex sky watching and listening to tornado sirens. Never felt closer to my neighbors!,Personal,Caution and advice,,A siren has been heard,,,,,
204692850,The stories of parents looking for kids coming out of the #joplintornado are absolutely gut wrenching,Informative,Unknown,,,,,,,
204692851,#Tornado that killed 122 in Joplin Missouri was EF-5 with top winds of 200+ mph http://on.cnn.com/meJujw,Informative,Casualties and damage,,,,,,,Other
204692852,Tornado near Moore and Norman OK has lifted for now. Tornado down NE of Washington OK,Informative,Caution and advice,",Washington",Other,,,,,
204692853,Absolutely no wind in Midtown Tulsa right now. Terrifying. Waiting for the spin to hit us just south of Mannford/Entering SS. #okwx,Informative,Caution and advice,,Other,,,,,
204692854,These tornado warnings here gon get on my nerves.,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692855,maxi-tornado,Personal,Unknown,,,,,,,
204692856,#pray  #joplin  #oklahoma  and for my missing friend,Personal,"People missing, found or seen",,,,,,,
204692857,More Tornado's for the Midwest,Informative,Caution and advice,",Midwest",Other,,,,,
204692858,Tornado reported 2 miles west of Azle TX.  This is to the northwest of Ft. Worth.  Radar warning info: http://wxch.nl ...,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692859,@iamjaykeys we under a tornado warning,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692860,@CurlyAndLovely: @ShrenAKO Wait...are you still on a tornado watch?!&lt;&lt; Nope,Personal,Caution and advice,,Other,,,,,
204692861,Tornado watch until 3am.  Of course we just got our new garage door today.  *sigh*,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692862,Sweet tornado #ohwait,Personal,Caution and advice,,Other,,,,,
204692863,And the tornado watch starts...,Informative,Caution and advice,,Other,,,,,
204692864,Ohaha engga aib kali caaaal RT @SarahMulyanti: @dhiravindy itu yg di tornado........,Other,,,,,,,,
204692865,If a tornado comes to columbia tonight I will have suffered thru two natural disasters at work.,Personal,Caution and advice,,Other,,,,,
204692866,Sitting in the locker room at the Y waiting out a tornado warning and here I am without my 2m HT. Dang!,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692867,So how have these tornados gotten so bad? It's it freak weather conditions? Is it in the area known as tornado ally?,Personal,Caution and advice,,Other,,,,,
204692868,TORNADO COMING!! GOING TO THE CELLAR!!!!,Informative,Caution and advice,,Other,,,,,
204692869,Here we go again...A Tornado Watch is in effect until 3:00 am for Buchanan Caldwell Clinton Platte.,Informative,Caution and advice,",Buchanan Caldwell Clinton Platte",A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692870,Wind is picking up! Constant thunder and lightening! Tornado touched down in Tarrant county.,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692871,death tornado swarm sure is fizzling out,Informative,Caution and advice,,Other,,,,,
204692872,@andersoncooper is the real deal...he's literally retreating from a tornado while tweeting about it the entire time...,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692873,Monsanto head office... RT @d_igital_punk: @MaxGraham interesting Max. Do u have a place/person in mind you'd like to 'To ...,Informative,Caution and advice,,Other,,,,,
204692874,Monsanto head office... RT @d_igital_punk: @MaxGraham interesting Max. Do u have a place/person in mind you'd like to 'To ...,Informative,Caution and advice,,Other,,,,,
204692875,Tornado alert!!!!!! :(,Informative,Unknown,,,,,,,
204692876,First Baptist Church in Piedmont opening up as shelter...please help get word out! #okwx,Informative,"Donations of money, goods or services",,,,Shelter,Invites/asks people to donate/provide/give/do something,,
204692877,Triage: Once victims have been given a priority get Priority 3 walking wounded to care for each other  #1stAid4 #okw ...,Informative,"Donations of money, goods or services",,,,"Other, or not specified",Invites/asks people to donate/provide/give/do something,,
204692878,So sorry for tornado victims...heart goes out.,Personal,Unknown,,,,,,,
204692879,CPR for babies same for child but 2 fingers on chest and breaths to babys mouth and nose  #1stAid4 #okwx #Joplin,Other,,,,,,,,
204692880,Tornado Warning This afternoon?,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692881,Burglaries on the rise in parts of north minneapolis hit by tornado. Stay classy y'all.,Personal,Casualties and damage,,,,,,,A tornado sighting/touchdown has been reported
204692882,Softball sized hail and #tornado possible in NW Tarrant County moving east. LIVE VIDEO - http://tinyurl.com/22sa7dp  #txwx,Informative,Information source,,,,,,,
204692883,New #tornado horror in #Oklahoma as at least two people die when twisters hit rush hour traffic.. http://bit.ly/jSAiIM,Informative,Information source,,,,,,,
204692884,Golly more nasty tornado's?,Personal,Unknown,,,,,,,
204692885,this pesky tornado warning is getting in the way of my plans ~ top floor of my apartment building ~ gorgeous view of impending doom ~ Shit!,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692886,@andersoncooper is near a Tornado which means he must be wearing a wife beater and boyshorts. #dangerisnearhisclothesdisappear,Other,,,,,,,,
204692887,Well goodbye everybody #tornado,Personal,Caution and advice,,Other,,,,,
204692888,Tornado alley eh?,Other,,,,,,,,
204692889,Tornado party at my house!!!!,Personal,Caution and advice,,Other,,,,,
204692890,please pray for the tornado victims.. PLEASE..,Personal,Unknown,,,,,,,
204692891,@jflanadoodle i had a dream about ya last night.. Sorry to be creepy. Also be thinkin of me. A tornado is about to destroy my city. Night!,Personal,Unknown,,,,,,,
204692892,#pray  #joplin,Personal,Unknown,,,,,,,
204692893,Can anyone in Piedmont tell me if Piedmont Road and just South of Ash was hit? #okwx,Personal,Caution and advice,,Other,,,,,
204692894,Just south of Avondale debris noted..TORNADO ON THE GROUND,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692895,Awwh hell naw! They talking bout tornado comin our way! If I have to miss dis bulls game Imma be 2 pissed! Lol!,Personal,Unknown,,,,,,,
204692896,@Sarah_Liz98 the tornado is coming my way!!!!!!:(,Personal,Caution and advice,,Other,,,,,
204692897,@ChelseaKane please #pray  for #joplin  my hometown,Personal,Unknown,,,,,,,
204692898,Everybody should stop worrying about this tornado. If it gets to us I'll stand in front of it and tell it to stop. #imhuge,Informative,Unknown,,,,,,,
204692899,@ms_tierrawhite it's supposed to be a tornado/bad storm comin my way...but it aint in your area tho,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692900,If you have any tornado photos please send them to dailynews@ou.edu.,Personal,Unknown,,,,,,,
204692901,Wow.  Just emerged from hotel basement in Oklahoma City.  Tornado hits all around here.  Happy to be safe.  Please be safe out there!,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692902,4 Dead At Least 3 Kids Critically Injured in Oklahoma Tornado http://ow.ly/52g3x,Informative,Information source,,,,,,,
204692903,Saginaw Haslet Eagle Mountain Lake -- TAKE COVER! Tornado on the ground. #TXWeather,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692904,Tornado warnings issued! Stop. Drop. And roll up your sleeves!,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692905,Tornado Warnings for Denton and Wise Counties until 8:15pm.   Take Cover now!  Rshade,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692906,omg lol no foo RT @_genesisNOsegaa: when it rains during a tornado does that make it a hurricane? * scratches head....  #pleasedontjudgeme,Personal,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692907,Tornado time,Personal,Unknown,,,,,,,
204692908,On the bright side it's still daylight enough to get some great tornado pics as it passes through Keller Texas in 15mins.,Informative,Casualties and damage,,,,,,,A tornado sighting/touchdown has been reported
204692909,@billiber please be safe! we just had a surprise tornado attack. our power just came back on after 5 hours in the dark. so scary.,Personal,Unknown,,,,,,,
204692910,Damaging wind threat coming into Tulsa OK #tornado #okwx,Informative,Caution and advice,,Other,,,,,
204692911,Tornado!!!...,Personal,Unknown,,,,,,,
204692912,Like a good okie @phoone41 was outside watching the tornado form #countryass,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692913,Tornado at highway 99 and highway 10 in OK...heavy rain strong hook echo...possible rain wrapped tornado...first r ...,Informative,Caution and advice,,Other,,,,,
204692914,Tornado coming straight too my side of the town. In words of biggie #Imreadytodie,Personal,Caution and advice,",biggie # Imreadytodie",Other,,,,,
204692915,@JOEY_roxx I love you...you better not die in a tornado or I will kill you &lt;3,Personal,Unknown,,,,,,,
204692916,Two tornado warnings spent in the basement so far. We are fine no damage.,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692917,Well they finally put us under a tornado warning....rotation n progress..God protect us all!,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692918,Outside with my dad chilln watching for the tornado,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692919,Another tornado warning ugh,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692920,@JenniLoLo @anitasantiago Amen! What is going on here? Any idea? #Joplin needs help.,Personal,"Donations of money, goods or services",,,,"Other, or not specified",Invites/asks people to donate/provide/give/do something,,
204692921,Tornado Warning for Mitchell County in KS until 8:15pm CDT. #kswx,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692922,Me RT @halessssssssss: if a tornado comes i dont know who i can call.-_-,Personal,Unknown,,,,,,,
204692923,Grilling burgers n a lil scared bout this tornado watch,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692924,Hiding. Tornado down.,Informative,Caution and advice,,Other,,,,,
204692925,Wow ... Joplin under a tornado watch ...,Informative,Caution and advice,,Other,,,,,
204692926,Is the tornado really hitting?,Personal,Caution and advice,,Other,,,,,
204692927,Tornado watch? :/  #ihatetornadoseason,Personal,Caution and advice,,Other,,,,,
204692928,Glad your all fine my thoughts and prayers go out to all in the #tornado & flood areas @reddirtramblin @UniquebyDesign_ &gt; &gt; &gt;  #sosad,Personal,Unknown,,,,,,,
204692929,Joplin Missouri where at least 124 died Sunday under #tornado watch http://on.cnn.com/k1ZN2b,Informative,Casualties and damage,,,,,,,A tornado/thunderstorm warning has been issued or has been lifted
204692930,tornado,Other,,,,,,,,
204692931,Tornado,Other,,,,,,,,
204692932,#tornado,Other,,,,,,,,
204692933,TORNADO,Other,,,,,,,,
204692934,TORNADO,Other,,,,,,,,
204692935,.@donnadb When #ARwx is too cluttered I follow the @arwx/wxexperts list for authoritative weather tweets.,Personal,Caution and advice,,Other,,,,,
204692936,Anyone in the south who may be in tornado country -- I hope you're safe. Update when you can &lt;3,Personal,Caution and advice,,Other,,,,,
204692937,New Tornado watch just issued for Triangle and NE NC. #ncwx,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692938,Under tornado watch. But most of the damage is north of us.,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692939,Please pray for the families affected by the tornado outbreak in Joplin. They need it more than ever.,Personal,Caution and advice,,Other,,,,,
204692940,Spread the word #joplin @TideLoadsofHope will be there May 26 at 8am at Walmart 2623 W 7th St. They'll be ...,Informative,Unknown,,,,,,,
204692941,aw i feel bad...he's in a tornado #awkwardddd,Personal,Caution and advice,,Other,,,,,
204692942,We're going to drop out our Oklahoma tornado livestream. More sources to look to listed here: http://bit.ly/knniva,Informative,Information source,,,,,,,
204692943,ok seriously... this tornado weather is looking serious,Informative,Caution and advice,,Other,,,,,
204692944,@GrmaEm seems like you're really in tornado alley this week.,Personal,Caution and advice,,Other,,,,,
204692945,Man oh man. Enough with the tornadoes. Leave us alone already. Praying for #OK still praying for #Joplin #Tuscaloosa and the South.,Personal,Unknown,,,,,,,
204692946,Sand Springs is getting slammed right now! #okwx,Informative,Caution and advice,,Other,,,,,
204692947,Tonight's going to be filled with Xbox Food and a bunch of thunder. Maybe a few tornado's in the mix. #hopefullynot #saynototornado's,Personal,Caution and advice,,Other,,,,,
204692948,Tornado reported 2 miles west of Azle TX.  This is to the northwest of Ft. Worth.  Radar warning info: http://wxch.nl ...,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692949,tornado missed the job by a block... smdh hope everyone else is safe in OKC another storm headed this way suppose to be here in an hour,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692950,#Joplin #Tornado How you can help &gt; http://t.co/lbBojac via @cbsnews,Informative,Information source,,,,,,,
204692951,@danieltosh when u gonna tell more of your tornado victim jokes cocksucker?,Personal,Unknown,,,,,,,
204692952,And the thunder rolls...I hear Tornado Warnings for Tarrant and Denton. Get ready Collin. #TrainedStormSpotter,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692953,please pray for the tornado victims.. PLEASE..,Personal,Unknown,,,,,,,
204692954,Saginaw Haslet Eagle Mountain Lake -- TAKE COVER! Tornado on the ground. #TXWeather,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692955,Another tornado warning for #Joplin prayers going out for everyone there!,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692956,@kq2 raised more than 35k for #Joplin in a matter of hours. THAT'S MY STATION!!!!!!!!! I'm so proud! #stjoeproud,Personal,"Donations of money, goods or services",,,,"Other, or not specified",Reports that something has been donated/provided/given/done,,
204692957,Prayin for #Joplin as more tornadic storms head there way... I wish there was something I could do to help these people :-/,Personal,"Donations of money, goods or services",,,,"Other, or not specified",Reports that something has been donated/provided/given/done,,
204692958,US tornado kills 116 warnings more storms on way (AFP) http://clz.co/kMBod7,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692959,We are now under a TORNADO WARNING..  GOTTA GO!  SEE YA SOON TWEEPS! @newson6 @fox23 @KRMGTulsa,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692960,Text REDCROSS to 90999 to donate $10 to the victims of the Joplin tornado. Joplin needs all the help they can get! http://bit.ly/UGJd,Informative,"Donations of money, goods or services",,,,Money,Invites/asks people to donate/provide/give/do something,,
204692961,@barnzi2011  Tornado activity is caused by 2 different temperatures coming together usually warm and cool and an open space to get strong,Informative,Caution and advice,,Other,,,,,
204692962,Lots of lightning & thunder yet my neighbor is cutting their grass - guess he thinks he's safe since the tornado is moving north of us,Informative,Unknown,,,,,,,
204692963,Tornado/severe outbreak continues midweek http://cot.ag/kR5U6A (via @weatherchannel),Informative,Information source,,,,,,,
204692964,@bieberupmylife i meant #prayforjoplin joplin got a big tornado. And half the city is destroyed.,Informative,Casualties and damage,,,,,,,Other
204692965,#Tulsa metro heads up! Storms are closing in & #tornado warnings likely if these storms maintain strength. Prep now f ...,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692966,Circulation center (not necessarily tornado) will approach Sherman area within 15 - 20 mins.,Informative,Caution and advice,,Other,,,,,
204692967,Praying for the tornado victims.,Personal,Unknown,,,,,,,
204692968,If you go to Jones or @YOUmediaChicago @IshimuraByrd will most likely be carrying around a jar for donations for the  ...,Personal,"Donations of money, goods or services",,,,"Other, or not specified",Reports that something has been donated/provided/given/done,,
204692969,Asustada ay un mega tornado ke viene para donde vivo esstan las alarmas a todo lo ke da omg o_o estaba en un concierto de violin de mi hija,Other,,,,,,,,
204692970,And we're under tornado warning,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692971,Taking a shower be for the tornado. Just wanna feel fresh!,Personal,Caution and advice,,Other,,,,,
204692972,The emergency alert system just interrupted television with tornado warning. This weather is getting serious,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692973,I feel safe until they start mentioning these damn tornado warnings!!! /:,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692974,Tornado Kills 89 in Missouri. http://t.co/nVj84IQ,Informative,Information source,,,,,,,
204692975,tornado  fuuucccckkkkkkk that,Personal,Unknown,,,,,,,
204692976,Tornado warnings.. be safe. #wishyouwereherewithme,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692977,Smoked the dunk come on man the tv cut off cus of the tornado warning.,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692978,We are now under a TORNADO WARNING..  GOTTA GO!  SEE YA SOON TWEEPS! @newson6 @fox23 @KRMGTulsa,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692979,There is now a Tornado 3 miles SE of Springtown with debris on the ground!  Get to your storm shelter imm ...,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692980,@TheFreshBrew Oh you guys are used to Tornado Sirens. I am in Tulsa... Waiting for the storm.  Lightening and Thunder are ahead of the storm,Personal,Caution and advice,,A siren has been heard,,,,,
204692981,Tornado sirens might be the most unsettling noise on Earth.,Informative,Caution and advice,",Earth",A siren has been heard,,,,,
204692982,Rotation is right over our apt and the tornado siresn are going off! Ill be back later!,Informative,Caution and advice,,A siren has been heard,,,,,
204692983,Not going to be a good night. Tornado watch until 3 am. They are taling supercell. Spooked. Lyle is at farm.,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692984,Glad your all fine my thoughts and prayers go out to all in the #tornado & flood areas @reddirtramblin @UniquebyDesign_ & ...,Personal,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692985,PLEASE LET DIS TORNADO STAY AWAY FROM HERE ! CUZ I'M GONNA GET N DA CAR N HAUL ASS 2 DA NORTH !!!!,Personal,Unknown,,,,,,,
204692986,Tornado party ovaaa heerreeeee!! Ha. Here somes the rain.,Personal,Caution and advice,,Other,,,,,
204692987,#sayitaintso RT @cnnbrk: Joplin Missouri where at least 124 died Sunday under #tornado watch http://on.cnn.com/k1ZN2b,Informative,Casualties and damage,,,,,,,A tornado/thunderstorm warning has been issued or has been lifted
204692988,DEVELOPING: Tornado was reported on the ground on the west side of Azle Texas moving E at 35 mph (738 pm CDT),Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692989,#Joplin #severe threat accelerated!    2 hours from now.   RIGHT NOW Damaging winds and hail appear to be biggest threat.,Informative,Information source,,,,,,,
204692990,tornado alarms going off -___-,Personal,Caution and advice,,A siren has been heard,,,,,
204692991,@jroby glad to see overalls are already an integral part of tornado precautions :-),Personal,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692992,@MDDBrendan breathing easier after the tornado passed over my trailer,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692993,Northwest Tarrant county sirens are going off due to a tornado on the ground near Springtown moving east at 40mph.,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692994,Tornado sirens going off in Dewey Oklahoma.,Informative,Caution and advice,",Dewey Oklahoma",A siren has been heard,,,,,
204692995,@thenerdmachine @wegiveachuck A 3 yr old boy is still missing from a town that was hit by the tornado northwest of OKC. Please be praying.,Informative,"People missing, found or seen",,,,,,,
204692996,We're under tornado warning now.,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692997,And disturbingly NEW tornado alert just been issued for #Joplin. We'll have all the latest news on @PiersTonight at 9pmET,Informative,Caution and advice,,Other,,,,,
204692998,Uhhhgh looks nasty out ..all these tornado warnings can go away,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692999,@KathrynHallPR We are okay. A tornado did hit Guthrie but north and west of me. It was headed for my house tho. I have a basement tho.,Informative,Caution and advice,,Other,,,,,
204693000,@KatyLou_Martin @sbass1310 in the mood for a good tornado scare. in that one back in 2000 in Arlington..,Personal,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204693001,Tornado in Denton County TX now reported to be near Lantana. Warning info and radar: http://wxch.nl/laelgs,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204693002,@JoyDonovan sirens went off! There was a  tornado on the ground a few miles away !,Informative,Caution and advice,,A siren has been heard,,,,,
204693003,please pray for the tornado victims.. PLEASE..,Personal,Unknown,,,,,,,
204693004,"Text message from Mom in southern OK """"I just want it to stop."""" #okstorms #tornado",Personal,Caution and advice,,Other,,,,,
204693005,TORNADO. Kay i love you guys bye.,Personal,Caution and advice,,Other,,,,,
204693006,Okay CNN has brought Michael Brown former FEMA director on to discuss #Joplin response.  #insulting,Informative,"Donations of money, goods or services",,,,"Other, or not specified",Reports that something has been donated/provided/given/done,,
204693007,@coscosy in Oklahoma and 2 people were killed :\ but yes right now i'm fine ^^ the tornado is about 15 miles away...thx for your concern &lt;33,Informative,Caution and advice,,Other,,,,,
204693008,My heart goes out to all of the #tornado victims. It's crazy that in less than 5 mins everything you worked for can be taken away.,Personal,"Donations of money, goods or services",,,,"Other, or not specified",Invites/asks people to donate/provide/give/do something,,
204693009,I swear if hail ruins my car or a tornado takes away my apartment imma cut a bitch.,Personal,Caution and advice,,Other,,,,,
204693010,is this an extremely bad tornado season? or am I just paying more attention to the news now.... either way praying for all those affected..,Personal,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204693011,After letting people in we were all asked pretty much to leave!  Really?!?!  Tornado sirens going off but go back home?  The nerve,Personal,Caution and advice,,A siren has been heard,,,,,
204693012,@VforVermuth Raining steady tornado sirens going off,Personal,Caution and advice,,A siren has been heard,,,,,
204693013,..I'll guess... you'll say.. what can make me feel this way.. the tornado literally dissipated two streets south of my house!,Informative,Caution and advice,,Other,,,,,
204693014,If you are in Bedford take cover!  Tornado on top of you right now!  Rshade,Informative,Caution and advice,,Other,,,,,
204693015,Uhhh Tornado headed my way. .. . I'm actually kinda scared. . . :(,Informative,Caution and advice,,Other,,,,,
204693016,Oh great. Tornado warning was just posted for our area.,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204693017,More Good #Tornado Tweeters  do #FF @CERT_TEAM @stormchaser4850,Other,,,,,,,,
204693018,Tornado Warnings for Denton and Wise Counties until 8:15pm.   Take Cover now!  Rshade,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204693019,please pray for the tornado victims.. PLEASE..,Personal,Unknown,,,,,,,
204693020,Kate & I discussing where in our house we'd shelter if a tornado hit Sydenham. Given how rammed our stairs cupboard is conclusion: fucked.,Personal,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204693021,Praying that this tornado by past us,Personal,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204693022,got a text from my mom that shes headed to th tornado cellar at her work! Pray for her and her coworkers! #Tornado,Informative,Unknown,,,,,,,
204693023,Tornado Warning until 08:15 PM CDT issued for Mitchell County http://bit.ly/btQnZB,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204693024,New tornado watch until 3am CDT for western MO.  Includes #Joplin.  More info: http://wxch.nl/k6CgxX,Informative,Information source,,,,,,,
